site_id,lat,lon,state,region,n_cells,operators,radio_mix,in_electrified,dist_to_grid_km,grid_line_source,dist_to_road_km,slope_deg,terrain_distance_km,pvout_kwh_kwp_day,displaced_fraction,displaced_litres,avoided_tco2e,delivered_cost_per_litre_usd,annual_savings_usd,capex_usd,payback_years,population_served,facilities_served,ookla_avg_d_kbps,ookla_tests,ookla_devices,predicted_d_kbps,residual_kbps,confidence_tier,rank_carbon_per_1k,rank_payback,rank_people_per_tonne,rank_combined,top_factors
MY-00203,5.30436,100.44764,Johor,Peninsular,3,3,GSM,False,6.35,osm,8.78,9.9,10.7,4.045,0.657,8544.0,22.47,1.796,15348.0,49491.0,3.22,651,0,4522.0,29,13,10093.0,-5571.0,strong,0.4541,3.22,29.0,48.0,pvout:+0.05|dist_road:+0.26|population:-0.03|slope:-0.20
MY-00204,5.5269,102.26751,Perak,Peninsular,1,3,"GSM,LTE",False,12.1,osm,4.64,0.5,4.69,3.784,0.644,8375.0,22.03,1.321,11064.0,45285.0,4.09,2834,0,10069.0,17,3,11723.0,-1653.0,thin,0.4864,4.09,128.7,59.7,pvout:+0.10|dist_road:+0.28|population:-0.11|slope:-0.08
MY-00205,2.50216,104.09558,Kelantan,Peninsular,3,1,"GSM,UMTS",False,3.23,predicted,2.33,7.4,2.71,3.698,0.64,8319.0,21.88,1.165,9688.0,43899.0,4.53,1991,0,17209.0,17,3,11095.0,6114.0,thin,0.4984,4.53,91.0,56.2,pvout:+0.39|dist_road:+0.28|population:+0.07|slope:-0.07
MY-00206,6.20367,102.42375,Kedah,Peninsular,4,1,"GSM,LTE",False,12.6,osm,3.52,1.4,3.63,4.05,0.657,8547.0,22.48,1.237,10574.0,44541.0,4.21,5704,5,22230.0,13,2,11970.0,10260.0,thin,0.5047,4.21,253.7,65.8,pvout:+0.11|dist_road:+0.18|population:-0.13|slope:-0.22
MY-00207,2.80208,112.08877,Sarawak,Sarawak,1,3,LTE,False,11.3,predicted,15.81,3.5,17.05,3.557,0.633,8227.0,21.64,2.299,18912.0,53938.0,2.85,239,0,,0,0,,,unknown,0.4011,2.85,11.0,35.1,pvout:+0.09|dist_road:+0.23|population:-0.10|slope:-0.20
MY-00210,3.91,115.32293,Sarawak,Sarawak,8,1,GSM,False,14.17,predicted,18.71,1.6,19.37,4.248,0.667,8676.0,22.82,2.482,21536.0,55562.0,2.58,234,0,,0,0,,,unknown,0.4107,2.58,10.3,40.3,pvout:+0.35|dist_road:+0.09|population:+0.15|slope:-0.10
MY-00211,1.7825,112.25858,Sarawak,Sarawak,3,3,GSM,False,15.63,predicted,22.0,1.6,22.77,3.782,0.644,8373.0,22.02,2.751,23034.0,57940.0,2.52,884,0,,0,0,,,unknown,0.3801,2.52,40.1,48.4,pvout:+0.25|dist_road:+0.06|population:-0.20|slope:+0.04
MY-00212,4.72287,101.83608,Perak,Peninsular,3,2,GSM,False,9.47,osm,9.27,3.6,10.0,4.09,0.659,8573.0,22.55,1.741,14927.0,49002.0,3.28,1870,0,12304.0,37,11,11033.0,1271.0,strong,0.4601,3.28,82.9,60.6,pvout:+0.22|dist_road:+0.07|population:-0.03|slope:-0.07
MY-00213,5.25152,117.08615,Sabah,Sabah,7,1,LTE,False,18.94,predicted,22.96,2.3,24.11,3.954,0.653,8485.0,22.32,2.857,24242.0,58879.0,2.43,320,1,17784.0,30,11,9727.0,8057.0,thin,0.379,2.43,14.3,40.1,pvout:+0.10|dist_road:+0.21|population:+0.06|slope:-0.04
MY-00214,4.4242,110.13816,Sarawak,Sarawak,3,2,"GSM,LTE",False,16.36,osm,5.59,8.2,6.61,4.123,0.661,8595.0,22.61,1.473,12657.0,46626.0,3.68,627,1,,0,0,,,unknown,0.4848,3.68,27.7,49.5,pvout:+0.33|dist_road:+0.17|population:+0.24|slope:-0.08
MY-00215,2.45062,112.85965,Sarawak,Sarawak,6,1,"LTE,NR",False,18.93,predicted,5.87,8.8,7.01,3.933,0.652,8471.0,22.28,1.505,12746.0,46908.0,3.68,528,0,18062.0,26,6,10271.0,7791.0,thin,0.475,3.68,23.7,45.7,pvout:+0.21|dist_road:+0.25|population:+0.11|slope:-0.25
MY-00216,1.41201,100.00296,Perak,Peninsular,6,1,"GSM,LTE",False,7.08,osm,4.77,1.5,4.93,3.401,0.625,8126.0,21.37,1.34,10888.0,45452.0,4.17,1713,1,8444.0,33,10,11433.0,-2989.0,strong,0.4702,4.17,80.2,50.6,pvout:+0.39|dist_road:+0.33|population:-0.06|slope:-0.05
MY-00217,6.56552,104.35001,Pahang,Peninsular,8,1,"GSM,UMTS",False,7.58,osm,3.65,1.9,3.8,4.203,0.665,8647.0,22.74,1.25,10811.0,44658.0,4.13,1322,0,13162.0,36,14,11364.0,1798.0,strong,0.5092,4.13,58.1,57.9,pvout:+0.32|dist_road:+0.33|population:+0.09|slope:-0.24
MY-00218,6.12894,115.94424,Sabah,Sabah,3,3,LTE,False,14.65,predicted,3.76,7.3,4.36,3.874,0.649,8433.0,22.18,1.295,10921.0,45054.0,4.13,163,0,18349.0,34,9,10077.0,8272.0,thin,0.4923,4.13,7.3,35.6,pvout:+0.29|dist_road:+0.08|population:+0.14|slope:-0.04
MY-00219,2.86066,101.19114,Kedah,Peninsular,5,1,LTE,False,9.08,predicted,3.67,1.4,3.79,4.137,0.662,8604.0,22.63,1.25,10754.0,44654.0,4.15,2153,1,13277.0,26,8,11585.0,1692.0,thin,0.5067,4.15,95.1,62.2,pvout:+0.27|dist_road:+0.11|population:+0.05|slope:-0.03
MY-00220,1.72273,100.60894,Pahang,Peninsular,2,2,LTE,False,9.73,osm,3.58,3.0,3.82,4.107,0.66,8585.0,22.58,1.252,10746.0,44671.0,4.16,895,0,9569.0,33,12,11116.0,-1547.0,strong,0.5054,4.16,39.6,51.9,pvout:+0.16|dist_road:+0.10|population:-0.09|slope:+0.05
MY-00222,1.89097,113.95881,Sarawak,Sarawak,1,2,LTE,False,5.85,osm,11.16,7.5,13.02,3.626,0.636,8272.0,21.75,1.98,16378.0,51117.0,3.12,473,0,9150.0,29,6,10050.0,-900.0,strong,0.4256,3.12,21.7,41.5,pvout:+0.21|dist_road:+0.25|population:+0.06|slope:+0.04
MY-00223,7.1015,117.37146,Sabah,Sabah,6,3,GSM,False,10.09,osm,24.61,4.2,26.9,4.097,0.66,8578.0,22.56,3.078,26400.0,60832.0,2.3,1253,0,,0,0,,,unknown,0.3708,2.3,55.5,54.8,pvout:+0.23|dist_road:+0.08|population:-0.10|slope:-0.25
MY-00224,3.78296,101.07303,Kedah,Peninsular,2,3,LTE,False,5.72,osm,5.6,10.5,6.9,3.809,0.645,8391.0,22.07,1.496,12553.0,46833.0,3.73,2405,0,9641.0,27,11,10705.0,-1064.0,strong,0.4712,3.73,109.0,59.7,pvout:+0.34|dist_road:+0.25|population:+0.18|slope:+0.00
MY-00225,4.51338,118.09745,Sabah,Sabah,4,1,"LTE,NR",False,13.27,predicted,36.25,10.1,44.38,4.181,0.664,8633.0,22.7,4.46,38498.0,73064.0,1.9,353,0,,0,0,,,unknown,0.3107,1.9,15.5,40.8,pvout:+0.34|dist_road:+0.35|population:+0.13|slope:-0.16
MY-00226,2.07096,104.32899,Johor,Peninsular,1,2,"GSM,LTE",False,10.82,predicted,5.51,1.2,5.65,3.847,0.647,8415.0,22.13,1.397,11757.0,45957.0,3.91,1128,1,4014.0,31,13,11264.0,-7250.0,thin,0.4816,3.91,51.0,52.1,pvout:+0.09|dist_road:+0.23|population:+0.19|slope:-0.05
MY-00227,3.43651,112.54453,Sarawak,Sarawak,6,1,GSM,False,19.04,predicted,11.39,2.7,12.08,4.207,0.665,8650.0,22.75,1.905,16478.0,50453.0,3.06,1136,1,5533.0,26,8,10803.0,-5270.0,thin,0.4509,3.06,49.9,55.0,pvout:+0.16|dist_road:+0.27|population:+0.02|slope:-0.15
MY-00228,4.69935,113.7959,Sarawak,Sarawak,4,2,GSM,False,4.89,osm,14.04,1.1,14.38,4.027,0.656,8533.0,22.44,2.087,17807.0,52063.0,2.92,54,0,,0,0,,,unknown,0.431,2.92,2.4,34.5,pvout:+0.34|dist_road:+0.22|population:-0.06|slope:-0.13
MY-00229,2.1921,100.15257,Kedah,Peninsular,6,1,LTE,True,4.67,predicted,5.77,3.6,6.23,3.986,0.654,8506.0,22.37,1.443,12272.0,46361.0,3.78,4435,1,11257.0,30,12,11551.0,-293.0,thin,0.4825,3.78,198.2,64.9,pvout:+0.25|dist_road:+0.18|population:-0.12|slope:-0.04
MY-00232,7.10567,117.55871,Sabah,Sabah,5,3,LTE,False,13.25,predicted,6.39,4.6,7.05,4.258,0.668,8683.0,22.84,1.507,13088.0,46933.0,3.59,359,0,,0,0,,,unknown,0.4866,3.59,15.7,45.8,pvout:+0.29|dist_road:+0.05|population:+0.07|slope:-0.05
MY-00233,1.95737,114.6423,Sarawak,Sarawak,6,2,"GSM,LTE",False,12.86,predicted,21.73,10.5,26.81,3.884,0.649,8439.0,22.2,3.071,25914.0,60770.0,2.35,5271,1,,0,0,,,unknown,0.3652,2.35,237.5,63.8,pvout:+0.17|dist_road:+0.15|population:-0.04|slope:-0.09
MY-00234,7.06847,115.58175,Sabah,Sabah,6,3,LTE,False,27.88,osm,15.87,4.3,17.38,4.059,0.658,8554.0,22.5,2.325,19885.0,54168.0,2.72,3220,0,,0,0,,,unknown,0.4153,2.72,143.1,62.8,pvout:+0.33|dist_road:+0.19|population:+0.30|slope:-0.12
MY-00235,6.8189,118.66208,Sabah,Sabah,3,1,GSM,False,14.96,osm,0.3,7.1,0.35,3.914,0.651,8459.0,22.25,0.977,8268.0,42243.0,5.11,1219,1,,0,0,,,unknown,0.5266,5.11,54.8,53.5,pvout:+0.29|dist_road:+0.21|population:+0.18|slope:+0.06
MY-00236,3.741,113.2479,Sarawak,Sarawak,6,3,GSM,False,6.83,predicted,20.94,5.1,23.31,3.937,0.652,8474.0,22.29,2.794,23673.0,58317.0,2.46,859,0,11248.0,30,10,9957.0,1291.0,thin,0.3822,2.46,38.5,49.4,pvout:+0.23|dist_road:+0.20|population:+0.27|slope:+0.08
MY-00237,6.14637,115.91741,Sabah,Sabah,5,3,"GSM,LTE",False,24.49,osm,25.41,5.9,28.74,4.417,0.676,8786.0,23.11,3.223,28315.0,62115.0,2.19,93,0,17570.0,48,15,8799.0,8771.0,strong,0.372,2.19,4.0,36.7,pvout:+0.40|dist_road:+0.10|population:-0.20|slope:-0.10
MY-00239,3.05961,104.38431,Pahang,Peninsular,1,3,"GSM,LTE",True,3.93,osm,4.97,8.5,5.92,3.924,0.651,8465.0,22.26,1.418,12003.0,46141.0,3.84,1153,0,10437.0,21,5,10638.0,-201.0,strong,0.4825,3.84,51.8,53.6,pvout:+0.31|dist_road:+0.07|population:-0.01|slope:-0.05
MY-00240,6.1085,118.33573,Sabah,Sabah,3,1,LTE,False,7.59,osm,1.53,16.2,2.08,3.964,0.653,8492.0,22.33,1.114,9463.0,43455.0,4.59,265,0,16292.0,24,10,9580.0,6712.0,strong,0.5139,4.59,11.9,39.2,pvout:+0.12|dist_road:+0.27|population:-0.09|slope:+0.04
MY-00241,6.17332,116.67832,Sabah,Sabah,1,1,GSM,False,22.56,osm,2.67,35.6,4.78,3.689,0.639,8313.0,21.86,1.328,11041.0,45347.0,4.11,702,1,,0,0,,,unknown,0.4821,4.11,32.1,44.8,pvout:+0.17|dist_road:+0.23|population:+0.07|slope:-0.15
MY-00243,4.94798,113.15215,Sarawak,Sarawak,1,3,GSM,False,12.05,predicted,9.8,7.6,11.46,3.993,0.655,8510.0,22.38,1.856,15796.0,50020.0,3.17,1435,0,7512.0,26,5,10540.0,-3028.0,thin,0.4475,3.17,64.1,55.7,pvout:+0.20|dist_road:+0.30|population:+0.07|slope:-0.23
MY-00244,1.51745,113.97651,Sarawak,Sarawak,1,2,LTE,False,19.43,predicted,4.02,3.2,4.31,4.155,0.663,8616.0,22.66,1.291,11120.0,45015.0,4.05,86,0,12558.0,17,6,10187.0,2371.0,thin,0.5034,4.05,3.8,37.6,pvout:+0.30|dist_road:+0.10|population:+0.04|slope:-0.09
MY-00245,6.34768,118.40932,Sabah,Sabah,2,2,GSM,False,15.1,predicted,16.07,12.5,20.51,4.125,0.661,8596.0,22.61,2.572,22111.0,56358.0,2.55,648,0,,0,0,,,unknown,0.4011,2.55,28.7,47.9,pvout:+0.22|dist_road:+0.06|population:-0.06|slope:-0.23
MY-00246,1.26245,114.48624,Sarawak,Sarawak,3,2,"GSM,LTE",False,10.62,osm,9.3,2.4,9.8,3.567,0.633,8234.0,21.65,1.725,14201.0,48857.0,3.44,249,0,,0,0,,,unknown,0.4432,3.44,11.5,35.5,pvout:+0.20|dist_road:+0.24|population:+0.13|slope:-0.23
MY-00247,3.79772,104.22824,Pahang,Peninsular,1,2,"GSM,LTE",False,10.77,osm,3.59,6.5,4.1,4.193,0.665,8641.0,22.72,1.275,11013.0,44873.0,4.07,1326,1,18396.0,28,7,10952.0,7444.0,strong,0.5064,4.07,58.4,58.2,pvout:+0.09|dist_road:+0.25|population:+0.07|slope:+0.04
MY-00248,4.83175,100.30929,Perak,Peninsular,6,2,"GSM,UMTS",False,20.77,osm,7.22,3.3,7.75,3.873,0.649,8433.0,22.18,1.563,13178.0,47424.0,3.6,2709,0,,0,0,,,unknown,0.4677,3.6,122.1,61.3,pvout:+0.12|dist_road:+0.09|population:-0.02|slope:-0.03
MY-00249,4.51842,103.51979,Perak,Peninsular,2,3,GSM,True,5.22,osm,1.51,2.7,1.6,3.604,0.635,8258.0,21.72,1.077,8892.0,43123.0,4.85,653,0,,0,0,,,unknown,0.5036,4.85,30.1,44.1,pvout:+0.22|dist_road:+0.08|population:-0.16|slope:-0.01
MY-00250,3.6642,114.64051,Sarawak,Sarawak,7,1,GSM,False,11.82,predicted,5.85,5.8,6.61,4.301,0.67,8711.0,22.91,1.472,12826.0,46625.0,3.64,709,0,,0,0,,,unknown,0.4913,3.64,30.9,53.0,pvout:+0.15|dist_road:+0.25|population:-0.05|slope:-0.14
MY-00251,4.05604,116.04572,Sabah,Sabah,5,3,"GSM,UMTS",False,12.19,predicted,15.39,2.0,16.08,4.339,0.672,8735.0,22.97,2.222,19409.0,53257.0,2.74,486,1,,0,0,,,unknown,0.4314,2.74,21.2,46.4,pvout:+0.12|dist_road:+0.35|population:-0.19|slope:-0.21
MY-00252,2.29292,109.8113,Sarawak,Sarawak,1,2,GSM,False,20.17,predicted,22.72,2.2,23.83,3.979,0.654,8501.0,22.36,2.835,24102.0,58684.0,2.43,310,0,6200.0,26,11,9733.0,-3533.0,thin,0.381,2.43,13.9,40.2,pvout:+0.34|dist_road:+0.09|population:-0.06|slope:-0.16
MY-00259,2.84875,110.85436,Sarawak,Sarawak,2,2,"GSM,LTE",False,23.38,osm,25.96,1.0,26.5,4.22,0.666,8658.0,22.77,3.046,26373.0,60553.0,2.3,2950,0,,0,0,,,unknown,0.376,2.3,129.6,63.2,pvout:+0.29|dist_road:+0.17|population:+0.22|slope:+0.01
MY-00260,4.92609,103.08322,Perak,Peninsular,2,2,"GSM,LTE",False,6.75,predicted,3.03,7.6,3.54,3.747,0.642,8351.0,21.96,1.23,10273.0,44480.0,4.33,3026,1,2671.0,33,11,11194.0,-8523.0,thin,0.4938,4.33,137.8,59.3,pvout:+0.24|dist_road:+0.12|population:+0.20|slope:+0.05
MY-00261,5.99105,117.23781,Sabah,Sabah,4,3,"GSM,LTE",False,4.62,predicted,32.12,7.0,37.15,3.591,0.635,8249.0,21.7,3.888,32073.0,68004.0,2.12,410,0,2500.0,27,8,8886.0,-6387.0,thin,0.319,2.12,18.9,41.9,pvout:+0.34|dist_road:+0.07|population:+0.15|slope:-0.00
MY-00263,1.60932,101.89074,Perak,Peninsular,4,1,"GSM,UMTS",False,12.62,predicted,1.95,1.6,2.02,3.817,0.646,8396.0,22.08,1.11,9318.0,43415.0,4.66,715,0,11637.0,20,6,11247.0,390.0,thin,0.5086,4.66,32.4,46.7,pvout:+0.38|dist_road:+0.13|population:+0.19|slope:-0.01
MY-00264,6.65698,115.33504,Sabah,Sabah,8,2,GSM,False,18.89,osm,9.3,2.8,9.89,3.999,0.655,8514.0,22.39,1.732,14745.0,48920.0,3.32,388,0,,0,0,,,unknown,0.4577,3.32,17.3,43.0,pvout:+0.36|dist_road:+0.26|population:+0.23|slope:-0.12
MY-00265,3.73809,101.55444,Perak,Peninsular,3,3,"GSM,LTE",True,3.2,osm,7.34,6.2,8.36,4.123,0.661,8595.0,22.6,1.611,13846.0,47850.0,3.46,1450,2,5784.0,22,6,10804.0,-5020.0,strong,0.4724,3.46,64.1,58.6,pvout:+0.11|dist_road:+0.16|population:+0.21|slope:-0.20
MY-00267,5.29802,101.57923,Perak,Peninsular,4,3,LTE,False,10.87,osm,4.79,3.8,5.19,3.565,0.633,8232.0,21.65,1.361,11201.0,45634.0,4.07,2943,2,19070.0,38,10,11431.0,7639.0,strong,0.4745,4.07,135.9,57.4,pvout:+0.27|dist_road:+0.35|population:+0.25|slope:-0.02
MY-00268,6.5574,100.13082,Terengganu,Peninsular,1,3,"GSM,LTE",False,3.95,osm,5.13,3.8,5.57,4.016,0.656,8525.0,22.42,1.39,11852.0,45896.0,3.87,1205,0,21253.0,30,8,11073.0,10180.0,strong,0.4885,3.87,53.7,55.2,pvout:+0.33|dist_road:+0.08|population:+0.05|slope:-0.06
MY-00269,4.16335,100.07169,Johor,Peninsular,6,1,"GSM,LTE",False,5.74,predicted,7.28,4.9,8.06,3.74,0.642,8346.0,21.95,1.588,13250.0,47644.0,3.6,1400,0,14921.0,29,6,10915.0,4006.0,thin,0.4607,3.6,63.8,54.0,pvout:+0.32|dist_road:+0.13|population:-0.15|slope:-0.01
MY-00270,4.83198,103.44338,Johor,Peninsular,1,1,"GSM,LTE",False,18.91,osm,5.4,2.1,5.64,3.944,0.652,8478.0,22.3,1.396,11840.0,45951.0,3.88,1131,0,10279.0,30,6,11188.0,-909.0,strong,0.4853,3.88,50.7,53.3,pvout:+0.22|dist_road:+0.30|population:+0.04|slope:+0.05
MY-00271,2.9729,101.84115,Terengganu,Peninsular,6,3,LTE,False,4.44,osm,1.12,7.2,1.3,3.497,0.63,8188.0,21.53,1.053,8619.0,42909.0,4.98,38526,11,,0,0,,,unknown,0.5019,4.98,1789.0,62.7,pvout:+0.23|dist_road:+0.28|population:+0.16|slope:-0.16
MY-00273,3.99046,114.59001,Sarawak,Sarawak,3,3,"GSM,LTE",False,13.87,osm,16.12,4.0,17.57,4.114,0.661,8589.0,22.59,2.339,20093.0,54296.0,2.7,76,1,400.0,25,10,9400.0,-9000.0,strong,0.4161,2.7,3.4,35.5,pvout:+0.16|dist_road:+0.32|population:-0.08|slope:-0.01
MY-00274,2.069,113.36071,Sarawak,Sarawak,5,3,LTE,False,7.71,predicted,24.94,3.1,26.64,4.082,0.659,8568.0,22.53,3.057,26194.0,60650.0,2.32,121,1,,0,0,,,unknown,0.3715,2.32,5.4,36.2,pvout:+0.10|dist_road:+0.28|population:-0.09|slope:-0.04
MY-00275,3.30494,102.63866,Johor,Peninsular,6,1,"GSM,LTE",False,6.76,osm,9.85,2.6,10.41,3.663,0.638,8296.0,21.82,1.773,14710.0,49285.0,3.35,4269,0,8573.0,22,6,11405.0,-2832.0,strong,0.4427,3.35,195.7,61.7,pvout:+0.25|dist_road:+0.11|population:+0.05|slope:+0.06
MY-00276,5.24026,99.86884,Perak,Peninsular,8,1,"GSM,LTE",False,7.91,predicted,7.34,2.0,7.66,3.55,0.632,8222.0,21.62,1.556,12792.0,47362.0,3.7,7604,2,9033.0,26,11,11815.0,-2782.0,thin,0.4566,3.7,351.6,61.6,pvout:+0.29|dist_road:+0.35|population:+0.19|slope:-0.02
MY-00277,2.27369,112.03729,Sarawak,Sarawak,3,2,GSM,False,18.82,predicted,16.59,2.7,17.56,3.905,0.65,8453.0,22.23,2.339,19772.0,54294.0,2.75,304,0,8177.0,42,20,10023.0,-1846.0,thin,0.4095,2.75,13.7,39.1,pvout:+0.25|dist_road:+0.33|population:+0.06|slope:-0.11
MY-00278,5.28276,116.12372,Sabah,Sabah,7,2,GSM,False,8.82,osm,20.74,6.0,23.51,4.068,0.658,8559.0,22.51,2.809,24043.0,58454.0,2.43,2162,1,,0,0,,,unknown,0.3851,2.43,96.0,60.7,pvout:+0.34|dist_road:+0.33|population:+0.04|slope:-0.20
MY-00279,4.04215,118.16845,Sabah,Sabah,7,3,LTE,False,8.36,osm,8.0,4.6,8.82,4.022,0.656,8529.0,22.43,1.647,14049.0,48171.0,3.43,1263,1,5082.0,32,13,10860.0,-5779.0,strong,0.4657,3.43,56.3,56.1,pvout:+0.26|dist_road:+0.27|population:-0.01|slope:+0.01
MY-00280,3.49633,100.45611,Terengganu,Peninsular,8,2,GSM,True,3.73,osm,4.54,8.3,5.38,3.746,0.642,8350.0,21.96,1.376,11487.0,45767.0,3.98,1653,0,9335.0,26,8,10816.0,-1481.0,strong,0.4798,3.98,75.3,54.9,pvout:+0.24|dist_road:+0.14|population:+0.11|slope:-0.11
MY-00283,4.04646,100.74978,Pahang,Peninsular,3,1,"LTE,NR",False,4.08,osm,6.0,2.9,6.38,3.962,0.653,8490.0,22.33,1.455,12350.0,46467.0,3.76,4805,1,13615.0,35,14,11634.0,1980.0,strong,0.4805,3.76,215.2,64.8,pvout:+0.33|dist_road:+0.05|population:+0.21|slope:-0.14
MY-00284,4.36737,110.691,Sarawak,Sarawak,6,1,"GSM,LTE",False,24.25,osm,15.67,6.9,18.07,3.41,0.626,8132.0,21.39,2.379,19344.0,54647.0,2.83,895,0,8417.0,34,10,10102.0,-1685.0,strong,0.3913,2.83,41.8,46.4,pvout:+0.39|dist_road:+0.28|population:-0.08|slope:+0.09
MY-00285,6.11685,102.17563,Terengganu,Peninsular,7,2,"GSM,LTE",False,6.27,predicted,7.06,3.6,7.63,3.961,0.653,8490.0,22.33,1.554,13191.0,47344.0,3.59,1015,0,14522.0,24,8,10915.0,3607.0,thin,0.4716,3.59,45.5,52.6,pvout:+0.22|dist_road:+0.21|population:+0.25|slope:+0.07
MY-00286,3.58037,104.19365,Kelantan,Peninsular,3,1,LTE,False,7.01,osm,6.64,3.6,7.17,4.513,0.681,8849.0,23.27,1.517,13425.0,47020.0,3.5,1678,2,16625.0,22,10,11132.0,5493.0,strong,0.4949,3.5,72.1,65.2,pvout:+0.29|dist_road:+0.34|population:-0.04|slope:-0.17
MY-00287,4.76477,104.39053,Terengganu,Peninsular,7,3,"GSM,UMTS",False,9.18,osm,5.73,2.9,6.1,3.514,0.631,8199.0,21.56,1.432,11745.0,46271.0,3.94,14490,2,,0,0,,,unknown,0.466,3.94,672.0,61.3,pvout:+0.06|dist_road:+0.15|population:+0.10|slope:-0.14
MY-00288,3.03229,111.56634,Sarawak,Sarawak,6,3,LTE,False,16.4,predicted,19.01,5.5,21.35,3.909,0.65,8456.0,22.24,2.639,22311.0,56945.0,2.55,773,0,12207.0,34,7,9983.0,2224.0,thin,0.3905,2.55,34.8,48.5,pvout:+0.25|dist_road:+0.06|population:-0.02|slope:+0.01
MY-00290,5.7331,118.63327,Sabah,Sabah,7,3,"GSM,LTE",False,12.91,predicted,17.72,2.4,18.68,3.929,0.651,8469.0,22.27,2.427,20555.0,55074.0,2.68,1032,0,,0,0,,,unknown,0.4044,2.68,46.3,51.1,pvout:+0.09|dist_road:+0.26|population:+0.18|slope:-0.05
MY-00292,5.72445,115.53122,Sabah,Sabah,6,3,"LTE,NR",False,14.07,predicted,17.33,1.3,17.83,4.242,0.667,8672.0,22.81,2.36,20469.0,54482.0,2.66,670,0,16736.0,22,10,10402.0,6334.0,thin,0.4186,2.66,29.4,49.2,pvout:+0.36|dist_road:+0.34|population:-0.18|slope:-0.01
MY-00293,3.68826,100.43729,Kelantan,Peninsular,7,2,GSM,True,5.39,predicted,7.01,1.2,7.2,3.925,0.651,8467.0,22.27,1.519,12863.0,47039.0,3.66,4901,2,11271.0,29,12,11732.0,-461.0,thin,0.4734,3.66,220.1,64.8,pvout:+0.13|dist_road:+0.17|population:+0.11|slope:-0.00
MY-00294,5.48576,118.81652,Sabah,Sabah,1,3,GSM,False,8.32,predicted,7.97,11.6,10.03,4.283,0.669,8699.0,22.88,1.743,15164.0,49020.0,3.23,1234,1,,0,0,,,unknown,0.4667,3.23,53.9,57.9,pvout:+0.34|dist_road:+0.26|population:+0.19|slope:-0.04
MY-00296,4.84941,118.76571,Sabah,Sabah,5,2,"GSM,UMTS",False,12.02,predicted,8.39,18.2,11.77,3.795,0.645,8382.0,22.04,1.881,15766.0,50240.0,3.19,300,0,7348.0,22,7,9073.0,-1725.0,thin,0.4388,3.19,13.6,38.5,pvout:+0.09|dist_road:+0.06|population:+0.06|slope:+0.00
MY-00297,5.79365,118.06356,Sabah,Sabah,2,1,"GSM,LTE",False,9.57,osm,9.26,15.4,12.43,3.699,0.64,8320.0,21.88,1.933,16079.0,50698.0,3.15,884,1,,0,0,,,unknown,0.4316,3.15,40.4,48.4,pvout:+0.09|dist_road:+0.18|population:-0.07|slope:-0.05
MY-00299,4.3552,113.68191,Sarawak,Sarawak,6,2,LTE,False,14.55,predicted,25.39,6.4,28.98,3.983,0.654,8504.0,22.36,3.242,27569.0,62286.0,2.26,442,0,,0,0,,,unknown,0.3591,2.26,19.8,42.6,pvout:+0.19|dist_road:+0.11|population:-0.20|slope:-0.14
MY-00300,7.29777,117.35288,Sabah,Sabah,3,2,"GSM,LTE",False,17.76,osm,23.59,5.8,26.63,4.516,0.681,8851.0,23.28,3.056,27047.0,60640.0,2.24,8767,6,,0,0,,,unknown,0.3839,2.24,376.6,69.1,pvout:+0.23|dist_road:+0.33|population:-0.09|slope:-0.07
MY-00301,2.0542,100.00398,Kelantan,Peninsular,4,2,LTE,False,20.7,osm,6.61,0.3,6.66,4.037,0.657,8539.0,22.46,1.476,12608.0,46660.0,3.7,428,0,2423.0,26,7,10913.0,-8489.0,strong,0.4813,3.7,19.1,44.6,pvout:+0.25|dist_road:+0.24|population:-0.04|slope:-0.22
MY-00302,2.7302,110.78529,Sarawak,Sarawak,1,3,"GSM,LTE",False,8.26,predicted,31.75,5.3,35.5,4.106,0.66,8584.0,22.58,3.758,32256.0,66851.0,2.07,1569,1,,0,0,,,unknown,0.3377,2.07,69.5,56.6,pvout:+0.37|dist_road:+0.34|population:+0.02|slope:-0.05
MY-00303,4.8072,110.14278,Sarawak,Sarawak,1,2,"LTE,NR",False,7.23,predicted,12.3,3.5,13.27,3.776,0.644,8369.0,22.01,1.999,16732.0,51286.0,3.07,253,0,,0,0,,,unknown,0.4292,3.07,11.5,37.4,pvout:+0.06|dist_road:+0.06|population:-0.16|slope:+0.01
MY-00304,4.58795,117.87643,Sabah,Sabah,6,1,"GSM,LTE",True,3.23,osm,41.29,2.6,43.65,3.827,0.646,8402.0,22.1,4.402,36990.0,72557.0,1.96,686,0,,0,0,,,unknown,0.3046,1.96,31.0,47.3,pvout:+0.13|dist_road:+0.11|population:-0.20|slope:-0.24
MY-00305,3.56826,114.75057,Sarawak,Sarawak,8,3,"GSM,LTE",False,12.46,predicted,11.95,7.6,13.98,4.195,0.665,8642.0,22.73,2.056,17767.0,51789.0,2.91,7852,4,,0,0,,,unknown,0.4389,2.91,345.5,67.2,pvout:+0.19|dist_road:+0.21|population:+0.09|slope:-0.09
MY-00306,1.87696,100.6366,Johor,Peninsular,3,2,"GSM,LTE",False,4.42,osm,5.77,2.4,6.08,4.503,0.68,8842.0,23.25,1.43,12648.0,46253.0,3.66,763,0,,0,0,,,unknown,0.5028,3.66,32.8,56.3,pvout:+0.21|dist_road:+0.28|population:-0.06|slope:-0.17
